Visitante;users_visitante.csv
Lógica de Programação;users_lógicaProg.csv
Ambiente Windows II (13:00 às 15:30 - Segunda  e Quarta);users_win2_t01.csv
Ambiente Windows II (15:30 às 18:00 - Segunda  e Quarta);users_win2_t02.csv
Ambiente Windows II (7:00 às 9:30 - Terça  e Quinta);users_win2_t03.csv
Ambiente Windows II (9:30 às 12:00 - Terça  e Quinta);users_win2_t04.csv
